 J105443; 1; Z060; Pink Small; 7; 44;; Unknown (R01); Unknown (C311)
 J121558; 4; X877 P060; Orange Bright; 7; 7;; Unknown (R20); Unknown (C193)
 J104404; 4; X877 P060; Pink; 8; 49;; Unknown (R20); Unknown (C193)
 J152633; 4; X877 C247; Yellow; 8; 48;; Unknown (R20); Unknown (C194)
 J104624; 4; X877 C247; White; 7; 12;; Unknown (R20); Unknown (C194)
 J113227; 4; X877 C247; Orange radiant; 6; 27; Pulsar; Unknown (R20); Unknown (C194)
 J211817; 4; X877 C247; Yellow; 10; 48; Pulsar; Unknown (R20); Unknown (C194)
 J144329; 4; X877 C247; Yellow Small; 9; 34;; Unknown (R20); Unknown (C194)
 J154102; 4; X877 C247; Red Giant; 6; 10;; Unknown (R20); Unknown (C194)
 J162231; 4; C247 X877; Yellow Small; 8; 39;; Unknown (R21); Unknown (C195)
 J151303; 4; C247 X877; Pink; 6; 9; Red Giant; Unknown (R21); Unknown (C195)
 J145848; 4; C247 X877; Orange Bright; 10; 52; Red Giant; Unknown (R21); Unknown (C195)
 J152720; 4; C247 X877; Orange radiant; 7; 63; Magnetar; Unknown (R21); Unknown (C195)
 J123753; 4; C247 X877; Orange Bright; 11; 36;; Unknown (R21); Unknown (C195)
 J101042; 4; C247 X877; Yellow Small; 5; 23; Cataclysmic Variable; Unknown (R21); Unknown (C195)
 J223824; 4; C247 X877; Orange Bright; 11; 34;; Unknown (R21); Unknown (C195)
 J125929; 4; C247 P060; Blue; 6; 45;; Unknown (R21); Unknown (C196)
 J225111; 4; C247 P060; Orange radiant; 10; 52;; Unknown (R21); Unknown (C196)
 J135346; 4; C247 P060; Orange radiant; 12; 40;; Unknown (R21); Unknown (C196)
 J144120; 4; C247 P060; Pink Small; 11; 71; Black Hole; Unknown (R21); Unknown (C196)
 J215743; 4; C247 P060; Orange Bright; 9; 59;; Unknown (R21); Unknown (C196)
 J111007; 4; C247 P060; Red Giant; 6; 8;; Unknown (R21); Unknown (C196)
 J231710; 4; C247 H900; Blue Small; 9; 13; Magnetar; Unknown (R21); Unknown (C197)
 J141001; 4; C247 H900; Pink; 10; 28;; Unknown (R21); Unknown (C197)
 J163444; 4; C247 H900; Orange; 10; 34;; Unknown (R21); Unknown (C197)
 J103141; 4; C247 H900; Orange Bright; 7; 9; Black Hole; Unknown (R21); Unknown (C197)
 J112215; 4; C247 H900; Red Giant; 4; 41;; Unknown (R21); Unknown (C197)
 J215758; 4; C247 H900; Yellow; 9; 11;; Unknown (R21); Unknown (C197)
 J101145; 4; C247 H900; Orange Bright; 10; 52; Pulsar; Unknown (R21); Unknown (C197)
 J212838; 4; C247 N766; White; 10; 59;; Unknown (R21); Unknown (C198)
 J111458; 4; C247 N766; White; 8; 72;; Unknown (R21); Unknown (C198)
 J115554; 4; C247 N766; Yellow Small; 9; 4;; Unknown (R21); Unknown (C198)
 J170445; 4; C247 N766; Blue; 10; 58;; Unknown (R21); Unknown (C198)
 J162831; 4; C247 N766; Yellow Small; 9; 65;; Unknown (R21); Unknown (C198)
 J124236; 4; C247 N766; Red Giant; 8; 47; Cataclysmic Variable; Unknown (R21); Unknown (C198)
 J101535; 4; C247 N766; Yellow Small; 11; 30; Pulsar; Unknown (R21); Unknown (C198)
 J113551; 4; C247 N766; Yellow; 6; 3; Red Giant; Unknown (R21); Unknown (C199)
 J162656; 4; C247 N766; Orange radiant; 10; 40;; Unknown (R21); Unknown (C199)
 J114530; 4; C247 N766; Yellow; 9; 74; Cataclysmic Variable; Unknown (R21); Unknown (C199)
 J155214; 4; C247 N766; Yellow Small; 7; 20;; Unknown (R21); Unknown (C199)
 J102336; 4; C247 N766; Pink Small; 8; 50;; Unknown (R21); Unknown (C199)
 J123352; 4; C247 N766; Yellow; 7; 79;; Unknown (R21); Unknown (C199)
 J100937; 4; C247 X877; Red Giant; 6; 22; Cataclysmic Variable; Unknown (R21); Unknown (C200)
 J100107; 4; C247 X877; Pink Small; 9; 33;; Unknown (R21); Unknown (C200)
 J204230; 4; C247 X877; Orange Bright; 8; 9;; Unknown (R21); Unknown (C200)
 J233909; 4; C247 X877; Orange radiant; 10; 65;; Unknown (R21); Unknown (C200)
 J134354; 4; C247 X877; Orange; 7; 32;; Unknown (R21); Unknown (C200)
 J160046; 4; C247 X877; Pink; 12; 73;; Unknown (R21); Unknown (C200)
 J162816; 4; C247 X877; Blue Small; 8; 35; Magnetar; Unknown (R21); Unknown (C201)
 J170305; 4; C247 X877; Yellow; 8; 28; Black Hole; Unknown (R21); Unknown (C201)
 J102045; 4; C247 X877; Yellow; 6; 43; Pulsar; Unknown (R21); Unknown (C201)
 J100830; 4; C247 X877; Pink; 9; 49;; Unknown (R21); Unknown (C201)
 J115658; 4; C247 X877; Pink Small; 5; 3;; Unknown (R21); Unknown (C201)
 J123947; 4; C247 X877; White; 10; 71; Cataclysmic Variable; Unknown (R21); Unknown (C201)
 J224754; 4; C247 N766; Red Giant; 11; 64;; Unknown (R21); Unknown (C202)
 J140246; 4; C247 N766; Yellow Small; 1; 17;; Unknown (R21); Unknown (C202)
 J214440; 4; C247 N766; Red Giant; 6; 57;; Unknown (R21); Unknown (C202)
 J144135; 4; C247 N766; Orange Bright; 8; 50; Black Hole; Unknown (R21); Unknown (C202)
 J151021; 4; C247 N766; Pink Small; 10; 46;; Unknown (R21); Unknown (C202)
 J114133; 4; C247 N766; Yellow Small; 8; 17; Magnetar; Unknown (R21); Unknown (C202)
 J130810; 4; C247 H900; Red Giant; 6; 63; Red Giant; Unknown (R21); Unknown (C203)
 J141425; 4; C247 H900; Pink; 5; 35;; Unknown (R21); Unknown (C203)
 J121847; 4; C247 H900; Pink; 10; 35;; Unknown (R21); Unknown (C203)
 J150805; 4; C247 H900; Orange Bright; 7; 7;; Unknown (R21); Unknown (C203)
 J140810; 4; C247 H900; Orange Bright; 10; 22;; Unknown (R21); Unknown (C203)
 J141104; 4; C247 H900; Orange; 7; 20;; Unknown (R21); Unknown (C203)
 J114735; 4; C247 H900; Yellow; 7; 45;; Unknown (R21); Unknown (C204)
 J205922; 4; C247 H900; Yellow Small; 8; 40; Black Hole; Unknown (R21); Unknown (C204)
 J215101; 4; C247 H900; Orange Bright; 10; 34;; Unknown (R21); Unknown (C204)
 J144131; 4; C247 H900; Orange radiant; 12; 80;; Unknown (R21); Unknown (C204)
 J213429; 4; C247 H900; Yellow Small; 9; 35; Red Giant; Unknown (R21); Unknown (C204)
 J121006; 4; C247 H900; Pink Small; 11; 33; Pulsar; Unknown (R21); Unknown (C204)
 J111644; 4; C247 P060; Yellow Small; 7; 18; Cataclysmic Variable; Unknown (R21); Unknown (C205)
 J164031; 4; C247 P060; Orange; 11; 49;; Unknown (R21); Unknown (C205)
 J155249; 4; C247 P060; Yellow Small; 7; 51; Pulsar; Unknown (R21); Unknown (C205)
 J103228; 4; C247 P060; Pink; 11; 54;; Unknown (R21); Unknown (C205)
 J164025; 4; C247 P060; White; 9; 87;; Unknown (R21); Unknown (C205)
 J163217; 4; C247 P060; Yellow Small; 8; 18; Cataclysmic Variable; Unknown (R21); Unknown (C205)
 J103631; 4; C247 P060; Blue Small; 12; 82;; Unknown (R21); Unknown (C205)
 J145739; 4; C247 X877; Orange Bright; 5; 10;; Unknown (R21); Unknown (C206)
 J114408; 4; C247 X877; Orange radiant; 8; 46;; Unknown (R21); Unknown (C206)
 J131704; 4; C247 X877; Yellow; 9; 43;; Unknown (R21); Unknown (C206)
 J112404; 4; C247 X877; Yellow Small; 9; 16; Magnetar; Unknown (R21); Unknown (C206)
 J104723; 4; C247 X877; Orange radiant; 5; 22; Pulsar; Unknown (R21); Unknown (C206)
 J123746; 4; C247 X877; White; 6; 39;; Unknown (R21); Unknown (C206)
 J225441; 4; C247 X877; Yellow; 9; 78; Magnetar; Unknown (R21); Unknown (C206)
 J111629; 4; C247 X877; White Dwarf; 6; 54; Cataclysmic Variable; Unknown (R21); Unknown (C207)
 J140154; 4; C247 X877; Red Giant; 8; 42; Red Giant; Unknown (R21); Unknown (C207)
 J144743; 4; C247 X877; Pink Small; 8; 15; Wolf-Rayet Star; Unknown (R21); Unknown (C207)
 J210247; 4; C247 X877; Pink Small; 6; 10;; Unknown (R21); Unknown (C207)
 J133013; 4; C247 X877; Yellow Small; 8; 25; Red Giant; Unknown (R21); Unknown (C207)
 J160032; 4; C247 X877; Orange radiant; 8; 52; Black Hole; Unknown (R21); Unknown (C207)
 J111009; 4; C247 X877; Yellow Small; 6; 5;; Unknown (R21); Unknown (C207)
 J142117; 4; C247 H900; Yellow Small; 10; 71;; Unknown (R21); Unknown (C208)
 J110417; 4; C247 H900; Orange radiant; 9; 53;; Unknown (R21); Unknown (C208)
 J204853; 4; C247 H900; Orange radiant; 8; 67;; Unknown (R21); Unknown (C208)
 J132144; 4; C247 H900; Yellow; 6; 92; Red Giant; Unknown (R21); Unknown (C208)
 J160016; 4; C247 H900; Pink Small; 7; 44;; Unknown (R21); Unknown (C208)
 J142335; 4; C247 H900; Yellow; 13; 36;; Unknown (R21); Unknown (C208)
 J105835; 4; C247 H900; Pink Small; 8; 48;; Unknown (R21); Unknown (C209)
 J102055; 4; C247 H900; Yellow; 8; 57;; Unknown (R21); Unknown (C209)
 J140932; 4; C247 H900; Orange Bright; 10; 15; Wolf-Rayet Star; Unknown (R21); Unknown (C209)
 J134333; 4; C247 H900; Red Giant; 6; 44;; Unknown (R21); Unknown (C209)
 J160156; 4; C247 H900; Orange radiant; 7; 56;; Unknown (R21); Unknown (C209)
 J150944; 4; C247 H900; Yellow; 10; 52; Magnetar; Unknown (R21); Unknown (C209)
 J113508; 4; C247 H900; Orange radiant; 9; 53;; Unknown (R21); Unknown (C210)
 J151757; 4; C247 H900; Orange radiant; 7; 27;; Unknown (R21); Unknown (C210)
 J142800; 4; C247 H900; Yellow; 9; 61; Magnetar; Unknown (R21); Unknown (C210)
 J170642; 4; C247 H900; Orange radiant; 4; 42; Pulsar; Unknown (R21); Unknown (C210)
 J130451; 4; C247 H900; Orange; 9; 55; Wolf-Rayet Star; Unknown (R21); Unknown (C210)
 J113158; 4; C247 H900; Yellow Small; 9; 13; Red Giant; Unknown (R21); Unknown (C210)
 J225133; 4; C247 H900; Orange; 9; 98; Red Giant; Unknown (R21); Unknown (C210)
 J100001; 4; C247 U574; Pink Small; 9; 48;; Unknown (R21); Unknown (C211)
 J155831; 4; C247 U574; Blue Bright; 9; 41;; Unknown (R21); Unknown (C211)
 J145749; 4; C247 U574; Orange; 8; 52; Black Hole; Unknown (R21); Unknown (C211)
 J164659; 4; C247 U574; Yellow; 7; 61;; Unknown (R21); Unknown (C211)
 J135543; 4; C247 U574; Orange radiant; 8; 34;; Unknown (R21); Unknown (C211)
 J132735; 4; C247 U574; Orange Bright; 10; 52;; Unknown (R21); Unknown (C211)
 J141740; 4; C247 N766; Red Giant; 11; 46; Pulsar; Unknown (R21); Unknown (C212)
 J101315; 4; C247 N766; Orange radiant; 9; 60;; Unknown (R21); Unknown (C212)
 J123345; 4; C247 N766; Orange radiant; 7; 59;; Unknown (R21); Unknown (C212)
 J105621; 4; C247 N766; Yellow Small; 11; 45; Red Giant; Unknown (R21); Unknown (C212)
 J113813; 4; C247 N766; Pink; 4; 34; Pulsar; Unknown (R21); Unknown (C212)
 J135807; 4; C247 N766; Pink Small; 9; 17;; Unknown (R21); Unknown (C212)
 J122728; 4; H900 C247; Yellow Small; 9; 33;; Unknown (R22); Unknown (C213)
 J110915; 4; H900 C247; Yellow; 8; 15;; Unknown (R22); Unknown (C213)
 J171430; 4; H900 C247; Pink Small; 6; 43; Magnetar; Unknown (R22); Unknown (C213)
 J154321; 4; H900 C247; White Dwarf; 6; 6;; Unknown (R22); Unknown (C213)
 J104729; 4; H900 C247; White Dwarf; 7; 74; Red Giant; Unknown (R22); Unknown (C213)
 J111753; 4; H900 C247; White; 7; 15; Pulsar; Unknown (R22); Unknown (C213)
 J140823; 4; H900 X877; White; 11; 77;; Unknown (R22); Unknown (C214)
 J161357; 4; H900 X877; Yellow; 4; 45; Black Hole; Unknown (R22); Unknown (C214)
 J162205; 4; H900 X877; Orange Bright; 10; 38;; Unknown (R22); Unknown (C214)
 J113950; 4; H900 X877; Orange radiant; 9; 60;; Unknown (R22); Unknown (C214)
 J124224; 4; H900 X877; Yellow Small; 9; 50;; Unknown (R22); Unknown (C214)
 J155959; 4; H900 X877; Yellow; 8; 17;; Unknown (R22); Unknown (C214)
 J103213; 4; H900 C247; Orange radiant; 5; 46;; Unknown (R22); Unknown (C215)
 J105858; 4; H900 C247; White; 8; 12; Wolf-Rayet Star; Unknown (R22); Unknown (C215)
 J172502; 4; H900 C247; Orange Bright; 8; 21;; Unknown (R22); Unknown (C215)
 J170151; 4; H900 C247; Yellow Small; 12; 47; Pulsar; Unknown (R22); Unknown (C215)
 J165058; 4; H900 C247; Blue Small; 9; 12;; Unknown (R22); Unknown (C215)
 J173638; 4; H900 C247; Red Giant; 5; 8;; Unknown (R22); Unknown (C215)
 J130330; 4; H900 X877; Orange; 11; 35; Pulsar; Unknown (R22); Unknown (C216)
 J132740; 4; H900 X877; Red Giant; 9; 17;; Unknown (R22); Unknown (C216)
 J133931; 4; H900 X877; Orange; 5; 43; Magnetar; Unknown (R22); Unknown (C216)
 J143902; 4; H900 X877; Orange; 12; 68;; Unknown (R22); Unknown (C216)
 J165105; 4; H900 X877; Red Giant; 10; 38; Cataclysmic Variable; Unknown (R22); Unknown (C216)
 J141316; 4; H900 X877; Orange; 8; 29;; Unknown (R22); Unknown (C216)
 J113152; 4; H900 N766; Orange; 7; 31;; Unknown (R22); Unknown (C217)
 J113453; 4; H900 N766; Blue Bright; 8; 43; Magnetar; Unknown (R22); Unknown (C217)
 J144845; 4; H900 N766; Orange Bright; 11; 36;; Unknown (R22); Unknown (C217)
 J140053; 4; H900 N766; White Dwarf; 3; 37;; Unknown (R22); Unknown (C217)
 J151416; 4; H900 N766; Yellow Small; 9; 34; Wolf-Rayet Star; Unknown (R22); Unknown (C217)
 J100846; 4; H900 N766; Yellow; 8; 59; Black Hole; Unknown (R22); Unknown (C217)
 J165943; 4; H900 C247; Orange radiant; 11; 47; Wolf-Rayet Star; Unknown (R22); Unknown (C218)
 J103538; 4; H900 C247; Yellow Small; 10; 44;; Unknown (R22); Unknown (C218)
 J154854; 4; H900 C247; Pink; 11; 44;; Unknown (R22); Unknown (C218)
 J212627; 4; H900 C247; Orange radiant; 8; 41; Black Hole; Unknown (R22); Unknown (C218)
 J150656; 4; H900 C247; Orange radiant; 9; 38; Black Hole; Unknown (R22); Unknown (C218)
 J224031; 4; H900 C247; Orange; 8; 82; Pulsar; Unknown (R22); Unknown (C218)
 J215455; 4; H900 C247; Orange; 5; 66;; Unknown (R22); Unknown (C219)
 J122503; 4; H900 C247; Orange radiant; 8; 31;; Unknown (R22); Unknown (C219)
 J103120; 4; H900 C247; Orange Bright; 10; 72; Cataclysmic Variable; Unknown (R22); Unknown (C219)
 J164528; 4; H900 C247; Yellow; 6; 88; Pulsar; Unknown (R22); Unknown (C219)
 J125316; 4; H900 C247; Orange radiant; 8; 49; Magnetar; Unknown (R22); Unknown (C219)
 J113131; 4; H900 C247; Yellow; 12; 57;; Unknown (R22); Unknown (C219)
 J144038; 4; H900 X877; Yellow Small; 8; 47; Pulsar; Unknown (R22); Unknown (C220)
 J172926; 4; H900 X877; Pink Small; 8; 79;; Unknown (R22); Unknown (C220)
 J154610; 4; H900 X877; Blue; 8; 53; Wolf-Rayet Star; Unknown (R22); Unknown (C220)
 J103412; 4; H900 X877; Pink; 12; 56;; Unknown (R22); Unknown (C220)
 J150318; 4; H900 X877; Orange radiant; 7; 55; Cataclysmic Variable; Unknown (R22); Unknown (C220)
 J211504; 4; H900 X877; Red Giant; 4; 7;; Unknown (R22); Unknown (C220)
 J111617; 4; H900 X877; Blue Bright; 8; 14; Black Hole; Unknown (R22); Unknown (C220)
 J100346; 4; H900 N766; Yellow; 7; 48;; Unknown (R22); Unknown (C221)
 J143557; 4; H900 N766; Orange radiant; 7; 46; Red Giant; Unknown (R22); Unknown (C221)
 J130001; 4; H900 N766; Pink; 8; 64;; Unknown (R22); Unknown (C221)
 J101142; 4; H900 N766; Red Giant; 7; 8;; Unknown (R22); Unknown (C221)
 J155002; 4; H900 N766; Yellow; 9; 49;; Unknown (R22); Unknown (C221)
 J154232; 4; H900 N766; Yellow; 9; 49;; Unknown (R22); Unknown (C221)
 J142506; 4; H900 X877; Yellow; 10; 33; Magnetar; Unknown (R22); Unknown (C222)
 J155506; 4; H900 X877; Red Giant; 8; 36;; Unknown (R22); Unknown (C222)
 J163754; 4; H900 X877; Orange radiant; 9; 45;; Unknown (R22); Unknown (C222)
 J100357; 4; H900 X877; Orange Bright; 8; 35;; Unknown (R22); Unknown (C222)
 J115031; 4; H900 X877; Yellow; 7; 5;; Unknown (R22); Unknown (C222)
 J122706; 4; H900 X877; Blue Small; 8; 19;; Unknown (R22); Unknown (C222)
 J114318; 4; H900 C247; White Dwarf; 6; 40; Red Giant; Unknown (R22); Unknown (C223)
 J150625; 4; H900 C247; White; 8; 56;; Unknown (R22); Unknown (C223)
 J113437; 4; H900 C247; Blue Small; 7; 73;; Unknown (R22); Unknown (C223)
 J213924; 4; H900 C247; Orange radiant; 9; 51;; Unknown (R22); Unknown (C223)
 J152711; 4; H900 C247; Orange; 8; 78; Black Hole; Unknown (R22); Unknown (C223)
 J160929; 4; H900 C247; Yellow Small; 10; 56; Black Hole; Unknown (R22); Unknown (C223)
 J153110; 4; H900 C247; Orange; 12; 46; Red Giant; Unknown (R22); Unknown (C223)
 J132532; 4; H900 N766; Blue; 9; 73;; Unknown (R22); Unknown (C224)
 J114031; 4; H900 N766; Orange Bright; 6; 60;; Unknown (R22); Unknown (C224)
 J120316; 4; H900 N766; Yellow; 10; 34; Cataclysmic Variable; Unknown (R22); Unknown (C224)
 J151610; 4; H900 N766; Red Giant; 8; 22; Red Giant; Unknown (R22); Unknown (C224)
 J145937; 4; H900 N766; Yellow Small; 6; 4; Black Hole; Unknown (R22); Unknown (C224)
 J122056; 4; H900 N766; Orange Bright; 8; 48; Red Giant; Unknown (R22); Unknown (C224)
 J170127; 4; H900 N766; Pink; 2; 24;; Unknown (R22); Unknown (C224)
 J145424; 4; H900 P060; Orange radiant; 10; 47; Cataclysmic Variable; Unknown (R22); Unknown (C225)
 J101835; 4; H900 P060; Orange Bright; 8; 23; Cataclysmic Variable; Unknown (R22); Unknown (C225)
 J103907; 4; H900 P060; Orange Bright; 8; 29;; Unknown (R22); Unknown (C225)
 J130237; 4; H900 P060; White Dwarf; 10; 71;; Unknown (R22); Unknown (C225)
 J104948; 4; H900 P060; Blue Bright; 7; 66; Cataclysmic Variable; Unknown (R22); Unknown (C225)
 J120844; 4; H900 P060; Yellow; 5; 19;; Unknown (R22); Unknown (C225)
 J154824; 4; H900 U574; Orange radiant; 8; 61; Wolf-Rayet Star; Unknown (R22); Unknown (C226)
 J134216; 4; H900 U574; Yellow Small; 10; 5; Wolf-Rayet Star; Unknown (R22); Unknown (C226)
 J120131; 4; H900 U574; Red Giant; 8; 41;; Unknown (R22); Unknown (C226)
 J120134; 4; H900 U574; Red Giant; 10; 25; Pulsar; Unknown (R22); Unknown (C226)
 J224558; 4; H900 U574; Pink; 7; 10;; Unknown (R22); Unknown (C226)
 J161029; 4; H900 U574; Orange radiant; 6; 49;; Unknown (R22); Unknown (C226)
 J225530; 4; C247 X877; Blue Bright; 9; 52; Magnetar; Unknown (R23); Unknown (C227)
